iter	Logloss
0	0.6654813029
1	0.6575288972
2	0.6547973178
3	0.6533847111
4	0.6528121547
5	0.6523568073
6	0.6521264644
7	0.6518006998
8	0.6516565579
9	0.651585507
10	0.651375753
11	0.6510757524
12	0.6509011667
13	0.6509011627
14	0.6508220871
15	0.6507066185
16	0.6506943922
17	0.6505481335
18	0.650387553
19	0.6501734028
